2025,2024,Institution,Country / Territory,Academic,AR rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
51-100,51-100,Universidad de Chile,Chile,75.9,51+,77.0,51+,80.2,51+,65.9,51+,,,
51-100,51-100,Universidad de los Andes,Colombia,75.9,51+,74.1,51+,73.6,51+,63.8,51+,,,
51-100,46,Universidad Nacional Autónoma de México (UNAM),Mexico,79.3,40=,78.9,41=,68.8,51+,68.7,51+,,,
51-100,51-100,Universidade de São Paulo,Brazil,72.1,51+,79.5,38,73.3,51+,74.5,51+,,,
51-100,51-100,Universitat Autònoma de Barcelona,Spain,71.3,51+,65.0,51+,92.2,23=,91.4,18=,,,
51-100,51-100,Université catholique de Louvain (UCLouvain),Belgium,72.9,51+,70.0,51+,88.3,51+,79.3,51+,,,
51-100,51-100,Universite libre de Bruxelles,Belgium,77.5,49=,75.7,51+,80.4,51+,67.8,51+,,,
51-100,51-100,Universiti Malaya (UM),Malaysia,70.8,51+,78.7,43=,82.1,51+,77.3,51+,,,
51-100,51-100,University of Birmingham,United Kingdom,70.5,51+,67.9,51+,91.4,32=,87.0,39=,,,
51-100,51-100,"University of California, Santa Barbara (UCSB)",United States of America,76.6,51+,49.0,51+,93.5,13=,78.0,51+,,,
51-100,51-100,University of Canterbury | Te Whare Wānanga o Waitaha,New Zealand,72.6,51+,73.4,51+,100.0,1,70.5,51+,,,
51-100,51-100,University of Glasgow,United Kingdom,79.1,42,66.9,51+,87.3,51+,78.0,51+,,,
51-100,51-100,University of Groningen,Netherlands,71.5,51+,67.4,51+,90.8,41=,90.6,22=,,,
51-100,51-100,University of Helsinki,Finland,71.2,51+,64.3,51+,87.6,51+,84.4,51+,,,
51-100,101-150,University of Liverpool,United Kingdom,69.7,51+,67.9,51+,90.4,50=,85.0,51+,,,
51-100,51-100,University of Minnesota Twin Cities,United States of America,71.7,51+,61.9,51+,92.3,22,86.0,47=,,,
51-100,51-100,"University of North Carolina, Chapel Hill",United States of America,71.8,51+,71.2,51+,88.6,51+,83.9,51+,,,
51-100,101-150,University of Nottingham,United Kingdom,67.5,51+,80.0,35=,92.9,16=,83.4,51+,,,
51-100,51-100,University of Oslo,Norway,75.1,51+,65.0,51+,90.0,51+,85.0,51+,,,
51-100,51-100,University of St Andrews,United Kingdom,70.0,51+,76.0,51+,90.0,51+,83.4,51+,,,
51-100,51-100,University of Sussex,United Kingdom,73.2,51+,53.5,51+,93.3,15,85.0,51+,,,
51-100,51-100,University of Texas at Austin,United States of America,68.9,51+,73.2,51+,88.6,51+,85.0,51+,,,
51-100,42,University of Washington,United States of America,77.2,51+,65.5,51+,88.4,51+,85.0,51+,,,
51-100,101-150,University of Zurich,Switzerland,71.2,51+,74.3,51+,85.2,51+,72.1,51+,,,
51-100,51-100,Uppsala University,Sweden,71.9,51+,63.0,51+,84.3,51+,78.0,51+,,,
51-100,51-100,Wageningen University & Research,Netherlands,72.7,51+,73.4,51+,91.4,32=,93.1,7=,,,
51-100,51-100,Waseda University,Japan,80.9,32=,73.9,51+,64.4,51+,56.5,51+,,,
51-100,51-100,Yonsei University,Republic of Korea,77.4,51+,74.8,51+,83.7,51+,71.3,51+,,,
51-100,101-150,Zhejiang University,China (Mainland),72.5,51+,80.3,33,88.4,51+,83.9,51+,,,
101-150,51-100,Aarhus University,Denmark,68.0,51+,70.0,51+,87.5,51+,79.3,51+,,,
101-150,151-200,Albert-Ludwigs-Universitaet Freiburg,Germany,65.4,51+,69.5,51+,83.6,51+,71.3,51+,,,
101-150,101-150,Boston University,United States of America,68.4,51+,69.5,51+,93.7,11=,72.9,51+,,,
101-150,101-150,Brown University,United States of America,67.7,51+,70.7,51+,74.1,51+,67.8,51+,,,
101-150,101-150,Charles University,Czechia,71.9,51+,66.3,51+,75.7,51+,72.1,51+,,,
101-150,101-150,Chulalongkorn University,Thailand,70.5,51+,64.3,51+,74.8,51+,63.8,51+,,,
101-150,51-100,Complutense University of Madrid,Spain,69.4,51+,67.9,51+,78.2,51+,79.3,51+,,,
101-150,151-200,East China Normal University,China (Mainland),68.9,51+,44.1,51+,83.2,51+,83.4,51+,,,
101-150,101-150,Gadjah Mada University,Indonesia,72.5,51+,80.4,32,69.7,51+,65.9,51+,,,
101-150,101-150,Georgetown University,United States of America,72.7,51+,72.8,51+,69.3,51+,63.8,51+,,,
101-150,101-150,Ghent University,Belgium,67.2,51+,64.9,51+,86.2,51+,83.9,51+,,,
101-150,151-200,Goethe-University Frankfurt am Main,Germany,67.7,51+,68.7,51+,83.2,51+,65.9,51+,,,
101-150,151-200,Hanyang University,Republic of Korea,63.7,51+,71.4,51+,84.1,51+,74.5,51+,,,
101-150,101-150,Indiana University Bloomington,United States of America,65.5,51+,56.8,51+,88.0,51+,74.5,51+,,,
101-150,101-150,Jawaharlal Nehru University,India,71.9,51+,61.5,51+,79.1,51+,72.9,51+,,,
101-150,51-100,Johns Hopkins University,United States of America,67.1,51+,71.9,51+,89.0,51+,73.7,51+,,,
101-150,101-150,Keio University,Japan,75.3,51+,67.0,51+,72.7,51+,59.1,51+,,,
101-150,101-150,Lancaster University,United Kingdom,64.1,51+,72.1,51+,92.2,23=,82.2,51+,,,
101-150,151-200,Loughborough University,United Kingdom,59.2,51+,72.7,51+,91.8,28=,85.5,51+,,,
101-150,101-150,Ludwig-Maximilians-Universität München,Germany,70.5,51+,67.7,51+,81.3,51+,68.7,51+,,,
101-150,101-150,Macquarie University,Australia,64.8,51+,64.5,51+,88.8,51+,81.7,51+,,,
101-150,101-150,Queen Mary University of London,United Kingdom,64.4,51+,74.8,51+,88.1,51+,78.6,51+,,,
101-150,101-150,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,63.6,51+,68.6,51+,85.7,51+,76.6,51+,,,
101-150,101-150,Ruprecht-Karls-Universität Heidelberg,Germany,70.6,51+,68.5,51+,77.0,51+,70.5,51+,,,
101-150,101-150,Simon Fraser University,Canada,68.3,51+,67.2,51+,85.0,51+,72.9,51+,,,
101-150,151-200,Sorbonne University,France,69.3,51+,75.2,51+,71.8,51+,61.6,51+,,,
101-150,151-200,Texas A&M University,United States of America,65.7,51+,75.8,51+,90.6,45=,83.4,51+,,,
101-150,101-150,The University of Arizona,United States of America,63.1,51+,59.5,51+,88.9,51+,79.3,51+,,,
101-150,51-100,Universidad de Buenos Aires (UBA),Argentina,73.1,51+,76.9,51+,69.0,51+,61.6,51+,,,
101-150,101-150,Universidade Federal do Rio de Janeiro,Brazil,72.7,51+,65.7,51+,68.9,51+,67.8,51+,,,
101-150,201-230,Università di Padova,Italy,64.3,51+,64.9,51+,81.2,51+,78.6,51+,,,
101-150,101-150,Universitas Indonesia,Indonesia,71.4,51+,83.6,15=,73.3,51+,56.5,51+,,,
101-150,101-150,Universitat de Barcelona,Spain,69.0,51+,66.1,51+,79.2,51+,72.9,51+,,,
101-150,101-150,Universität Hamburg,Germany,67.2,51+,61.1,51+,80.2,51+,71.3,51+,,,
101-150,51-100,University College Dublin,Ireland,68.3,51+,72.2,51+,86.5,51+,81.1,51+,,,
101-150,101-150,"University of California, Davis",United States of America,62.7,51+,76.8,51+,89.3,51+,80.5,51+,,,
101-150,51-100,University of Cape Town,South Africa,68.2,51+,65.8,51+,84.3,51+,78.6,51+,,,
101-150,51-100,University of Colorado Boulder,United States of America,67.8,51+,65.3,51+,91.1,37,82.8,51+,,,
101-150,101-150,University of Geneva,Switzerland,68.8,51+,73.9,51+,81.2,51+,72.1,51+,,,
101-150,101-150,University of Gothenburg,Sweden,65.1,51+,57.3,51+,87.4,51+,80.5,51+,,,
101-150,101-150,University of Illinois at Urbana-Champaign,United States of America,63.7,51+,71.8,51+,88.5,51+,85.5,51+,,,
101-150,101-150,University of Lausanne,Switzerland,63.3,51+,65.2,51+,89.5,51+,78.6,51+,,,
101-150,101-150,"University of Maryland, College Park",United States of America,61.1,51+,60.0,51+,92.9,16=,90.6,22=,,,
101-150,101-150,University of Otago,New Zealand,65.7,51+,70.4,51+,88.3,51+,75.9,51+,,,
101-150,101-150,University of Reading,United Kingdom,63.6,51+,74.5,51+,90.7,43=,82.2,51+,,,
101-150,101-150,University of Southampton,United Kingdom,62.0,51+,67.1,51+,92.7,18=,87.0,39=,,,
101-150,101-150,University of Waterloo,Canada,60.8,51+,76.7,51+,95.0,5=,85.5,51+,,,
101-150,51-100,Victoria University of Wellington,New Zealand,70.0,51+,70.0,51+,83.5,51+,74.5,51+,,,
101-150,101-150,Vrije Universiteit Amsterdam,Netherlands,68.1,51+,56.7,51+,91.6,31,84.4,51+,,,
101-150,101-150,Vrije Universiteit Brussel (VUB),Belgium,66.9,51+,60.8,51+,86.5,51+,73.7,51+,,,
101-150,151-200,York University,Canada,63.8,51+,68.9,51+,83.0,51+,77.3,51+,,,
151-200,151-200,Ca' Foscari University of Venice,Italy,67.8,51+,42.3,51+,81.8,51+,72.9,51+,,,
151-200,151-200,City University of New York,United States of America,58.3,51+,70.8,51+,82.9,51+,80.5,51+,,,
151-200,151-200,Copenhagen Business School,Denmark,66.3,51+,70.6,51+,76.5,51+,63.8,51+,,,
151-200,151-200,Curtin University,Australia,59.1,51+,65.7,51+,88.4,51+,76.6,51+,,,
151-200,151-200,Dalhousie University,Canada,63.5,51+,77.3,48=,81.2,51+,69.6,51+,,,
151-200,151-200,Dartmouth College,United States of America,63.6,51+,75.9,51+,74.0,51+,66.8,51+,,,
151-200,151-200,Hong Kong Baptist University,"Hong Kong SAR, China",67.9,51+,54.9,51+,71.1,51+,63.8,51+,,,
151-200,101-150,HSE University,Russian Federation,66.9,51+,68.7,51+,74.7,51+,70.5,51+,,,
151-200,151-200,Jagiellonian University,Poland,65.5,51+,68.4,51+,76.8,51+,65.9,51+,,,
151-200,201-230,Kyung Hee University,Republic of Korea,65.1,51+,59.8,51+,87.3,51+,71.3,51+,,,
151-200,201-230,Kyushu University,Japan,66.5,51+,66.3,51+,79.6,51+,66.8,51+,,,
151-200,101-150,Michigan State University,United States of America,59.3,51+,66.1,51+,88.6,51+,84.4,51+,,,
151-200,151-200,National Cheng Kung University (NCKU),Taiwan,65.2,51+,72.3,51+,75.4,51+,63.8,51+,,,
151-200,201-230,Oxford Brookes University,United Kingdom,59.5,51+,76.1,51+,80.1,51+,73.7,51+,,,
151-200,151-200,Politecnico di Milano,Italy,59.2,51+,74.1,51+,80.3,51+,86.0,47=,,,
151-200,,Sungkyunkwan University (SKKU),Republic of Korea,64.5,51+,65.7,51+,77.8,51+,63.8,51+,,,
151-200,151-200,Syracuse University,United States of America,60.0,51+,43.3,51+,89.1,51+,84.4,51+,,,
151-200,151-200,The University of Adelaide,Australia,59.6,51+,68.1,51+,87.7,51+,73.7,51+,,,
151-200,201-230,The University of Georgia,United States of America,60.2,51+,54.2,51+,88.3,51+,79.9,51+,,,
151-200,201-230,"The University of Newcastle, Australia (UON)",Australia,62.5,51+,65.2,51+,87.2,51+,72.9,51+,,,
151-200,101-150,The University of Western Australia,Australia,63.6,51+,66.4,51+,85.6,51+,74.5,51+,,,
151-200,201-230,Tongji University,China (Mainland),61.9,51+,61.8,51+,84.8,51+,81.7,51+,,,
151-200,101-150,UNESP,Brazil,67.4,51+,68.7,51+,70.5,51+,65.9,51+,,,
151-200,151-200,Universidad Autónoma de Madrid,Spain,64.0,51+,68.4,51+,83.7,51+,68.7,51+,,,
151-200,101-150,Universidad Nacional de Colombia,Colombia,72.1,51+,76.0,51+,63.5,51+,55.1,51+,,,
151-200,101-150,Universidade Estadual de Campinas (Unicamp),Brazil,64.4,51+,76.2,51+,72.9,51+,66.8,51+,,,
151-200,201-230,Universidade Nova de Lisboa,Portugal,61.3,51+,63.1,51+,81.9,51+,72.9,51+,,,
151-200,101-150,Université de Montréal,Canada,60.0,51+,72.9,51+,80.0,51+,74.5,51+,,,
151-200,151-200,Université Grenoble Alpes,France,64.8,51+,67.0,51+,75.4,51+,67.8,51+,,,
151-200,201-230,Universiti Putra Malaysia (UPM),Malaysia,57.9,51+,75.4,51+,81.4,51+,77.3,51+,,,
151-200,201-230,Universiti Sains Malaysia (USM),Malaysia,59.4,51+,65.5,51+,84.4,51+,80.5,51+,,,
151-200,151-200,University of Alberta,Canada,64.0,51+,75.7,51+,80.4,51+,70.5,51+,,,
151-200,151-200,University of Antwerp,Belgium,59.9,51+,63.8,51+,83.8,51+,77.3,51+,,,
151-200,101-150,University of Bern,Switzerland,59.9,51+,63.6,51+,89.6,51+,75.9,51+,,,
151-200,151-200,"University of California, Irvine",United States of America,64.2,51+,62.9,51+,84.9,51+,73.7,51+,,,
151-200,151-200,"University of California, San Diego (UCSD)",United States of America,68.5,51+,62.1,51+,74.8,51+,60.4,51+,,,
151-200,151-200,University of Delhi,India,64.9,51+,66.2,51+,75.0,51+,70.5,51+,,,
151-200,101-150,University of East Anglia (UEA),United Kingdom,56.6,51+,69.5,51+,94.8,7,80.5,51+,,,
151-200,151-200,University of Florence,Italy,63.1,51+,51.8,51+,85.4,51+,85.0,51+,,,
151-200,151-200,University of Göttingen,Germany,59.0,51+,70.8,51+,85.5,51+,79.9,51+,,,
151-200,,University of Milan,Italy,64.8,51+,62.6,51+,82.4,51+,73.7,51+,,,
151-200,151-200,University of Tartu,Estonia,65.2,51+,55.1,51+,82.0,51+,72.1,51+,,,
151-200,201-230,University of Turin,Italy,62.8,51+,52.1,51+,85.0,51+,78.0,51+,,,
151-200,151-200,University of Warsaw,Poland,65.7,51+,70.0,51+,72.4,51+,69.6,51+,,,
151-200,151-200,University of Witwatersrand,South Africa,62.1,51+,57.9,51+,79.0,51+,78.0,51+,,,
151-200,151-200,University of Wollongong,Australia,61.1,51+,63.9,51+,86.2,51+,76.6,51+,,,
151-200,151-200,Western Sydney University,Australia,62.9,51+,60.2,51+,83.2,51+,74.5,51+,,,
151-200,151-200,Western University,Canada,62.2,51+,72.2,51+,85.1,51+,77.3,51+,,,
201-250,201-230,Aberystwyth University,United Kingdom,62.4,51+,65.5,51+,75.4,51+,67.8,51+,,,
201-250,,Chung-Ang University (CAU),Republic of Korea,60.8,51+,58.5,51+,87.5,51+,69.6,51+,,,
201-250,,Clark University,United States of America,68.3,51+,25.3,51+,78.2,51+,67.8,51+,,,
201-250,,Colorado State University,United States of America,54.0,51+,73.1,51+,91.2,34=,72.1,51+,,,
201-250,151-200,George Washington University,United States of America,64.8,51+,59.6,51+,75.6,51+,63.8,51+,,,
201-250,201-230,James Cook University,Australia,58.8,51+,57.8,51+,89.5,51+,69.6,51+,,,
201-250,,King Abdulaziz University (KAU),Saudi Arabia,55.3,51+,74.4,51+,87.6,51+,71.3,51+,,,
201-250,,Lanzhou University,China (Mainland),62.1,51+,43.8,51+,87.0,51+,72.9,51+,,,
201-250,151-200,Lomonosov Moscow State University,Russian Federation,65.8,51+,84.8,11,52.5,51+,55.1,51+,,,
201-250,151-200,Massey University,New Zealand,58.7,51+,72.4,51+,84.7,51+,69.6,51+,,,
201-250,151-200,Maynooth University,Ireland,57.9,51+,50.2,51+,90.9,38=,71.3,51+,,,
201-250,,McMaster University,Canada,56.6,51+,72.4,51+,82.4,51+,73.7,51+,,,
201-250,,Nanjing Normal University,China (Mainland),62.7,51+,36.5,51+,83.2,51+,75.9,51+,,,
201-250,,National Chengchi University,Taiwan,69.3,51+,65.2,51+,54.8,51+,50.4,51+,,,
201-250,,Norwegian University of Science And Technology,Norway,56.1,51+,60.7,51+,89.5,51+,81.7,51+,,,
201-250,,Paris Lodron University of Salzburg,Austria,62.0,51+,53.4,51+,80.4,51+,70.5,51+,,,
201-250,201-230,Pontificia Universidad Católica del Perú,Peru,68.7,51+,64.7,51+,60.2,51+,52.0,51+,,,
201-250,151-200,Queen's University at Kingston,Canada,56.1,51+,81.3,28,80.7,51+,71.3,51+,,,
201-250,201-230,Queen's University Belfast,United Kingdom,60.0,51+,67.3,51+,77.8,51+,69.6,51+,,,
201-250,201-230,Queensland University of Technology (QUT),Australia,54.6,51+,65.3,51+,94.1,9,79.3,51+,,,
201-250,201-230,Ritsumeikan University,Japan,70.7,51+,64.0,51+,58.8,51+,52.0,51+,,,
201-250,201-230,Rutgers University–New Brunswick,United States of America,58.6,51+,67.2,51+,80.1,51+,69.6,51+,,,
201-250,,Sichuan University,China (Mainland),57.3,51+,47.2,51+,89.3,51+,79.3,51+,,,
201-250,,Swansea University,United Kingdom,61.7,51+,63.7,51+,80.8,51+,66.8,51+,,,
201-250,,Technische Universität Berlin (TU Berlin),Germany,55.5,51+,68.2,51+,86.3,51+,78.0,51+,,,
201-250,,Tohoku University,Japan,63.7,51+,65.9,51+,69.5,51+,62.7,51+,,,
201-250,151-200,Universidade Federal de Minas Gerais (UFMG),Brazil,60.5,51+,61.0,51+,75.5,51+,72.1,51+,,,
201-250,,Université de Liège,Belgium,58.4,51+,68.0,51+,81.4,51+,70.5,51+,,,
201-250,151-200,Université PSL,France,58.8,51+,75.8,51+,78.9,51+,70.5,51+,,,
201-250,201-230,Universiti Kebangsaan Malaysia (UKM),Malaysia,59.7,51+,67.5,51+,79.7,51+,71.3,51+,,,
201-250,,Universiti Teknologi Malaysia,Malaysia,55.2,51+,64.4,51+,84.5,51+,81.7,51+,,,
201-250,,University College Cork,Ireland,63.0,51+,70.1,51+,66.1,51+,61.6,51+,,,
201-250,201-230,University of Aberdeen,United Kingdom,61.4,51+,64.1,51+,85.7,51+,64.8,51+,,,
201-250,201-230,University of Calgary,Canada,60.5,51+,69.0,51+,80.0,51+,69.6,51+,,,
201-250,,University of Chinese Academy of Sciences,China (Mainland),57.5,51+,40.9,51+,86.7,51+,93.1,7=,,,
201-250,151-200,University of Cologne,Germany,62.0,51+,49.5,51+,78.2,51+,72.9,51+,,,
201-250,,University of Florida,United States of America,56.6,51+,58.8,51+,86.2,51+,79.3,51+,,,
201-250,101-150,University of Hawaiʻi at Mānoa,United States of America,62.4,51+,42.1,51+,83.9,51+,68.7,51+,,,
201-250,,University of Johannesburg,South Africa,53.6,51+,59.9,51+,83.7,51+,86.5,45=,,,
201-250,151-200,University of Kentucky,United States of America,60.9,51+,55.3,51+,79.5,51+,75.2,51+,,,
201-250,,University of Lisbon,Portugal,57.0,51+,58.2,51+,82.3,51+,88.8,28=,,,
201-250,,University of Ljubljana,Slovenia,59.7,51+,51.8,51+,83.8,51+,71.3,51+,,,
201-250,,University of Oulu,Finland,61.2,51+,35.5,51+,89.7,51+,73.7,51+,,,
201-250,,University of Pisa,Italy,58.7,51+,60.5,51+,83.0,51+,65.9,51+,,,
201-250,,University of Porto,Portugal,58.6,51+,61.2,51+,78.8,51+,75.2,51+,,,
201-250,,University of Science and Technology of China,China (Mainland),61.6,51+,62.1,51+,75.5,51+,60.4,51+,,,
201-250,,University of Tasmania,Australia,55.8,51+,62.4,51+,87.4,51+,73.7,51+,,,
201-250,201-230,University of the Philippines,Philippines,64.6,51+,69.4,51+,69.4,51+,59.1,51+,,,
201-250,,University of Turku,Finland,57.6,51+,52.9,51+,83.0,51+,76.6,51+,,,
201-250,201-230,University of Waikato,New Zealand,62.0,51+,68.5,51+,78.6,51+,66.8,51+,,,
201-250,151-200,University of York,United Kingdom,57.5,51+,60.7,51+,84.8,51+,72.1,51+,,,
