2025,2024,Institution,Country / Territory,Academic,AR Rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
206,239,Peking Union Medical College,China (Mainland),64.6,243=,36.4,401+,84.8,159=,78.2,59,53.6,320=,67.4
=207,210,Dalhousie University,Canada,62.5,276,61.4,264,85.9,121=,65.2,222=,59.5,218,67.3
=207,197,Kyushu University,Japan,73.7,107=,67.5,161=,75.8,385=,58.8,359=,41.2,401+,67.3
=207,184,The University of Texas Health Science Center at Houston,United States of America,66.7,209,32.8,401+,85.6,132=,72.9,107=,56.4,272=,67.3
210,214,Nagoya University,Japan,73.0,111=,72.1,104=,76.1,380,58.2,365=,39.6,401+,67.2
=211,204,Swedish University of Agricultural Sciences,Sweden,71.2,135=,57.7,329=,75.9,382=,56.4,401+,64.2,151,67.1
=211,220,The University of Warwick,United Kingdom,60.4,316=,70.1,123=,83.8,184=,63.6,255=,64.6,147=,67.1
=213,243,American University of Beirut (AUB),Lebanon,65.5,225=,63.3,232,82.3,220=,54.4,401+,71.7,82=,67.0
=213,206,Julius-Maximilians-Universität Würzburg,Germany,61.4,302=,48.0,401+,89.8,49,69.3,155=,58.0,241=,67.0
=213,184,Rockefeller University,United States of America,75.0,95=,51.9,401+,76.8,366=,62.1,285=,40.5,401+,67.0
=213,224,Tel Aviv University,Israel,59.4,344=,53.2,400=,85.4,140=,74.1,97=,60.1,208=,67.0
=213,239,Universitat de Valencia,Spain,64.4,247=,61.1,268=,80.3,275=,64.3,241=,61.7,180=,67.0
=213,239,Universiti Sains Malaysia (USM),Malaysia,77.3,67=,60.6,279=,69.1,401+,53.1,401+,56.0,282=,67.0
=213,220,University of Antwerp,Belgium,57.1,396=,60.1,287=,85.3,142=,65.9,202=,79.1,28,67.0
=213,192,University of Iowa,United States of America,60.9,309=,60.2,285=,84.9,152=,70.1,145=,56.1,279=,67.0
=213,201,University of Virginia,United States of America,60.1,328=,53.8,393=,86.1,116,71.0,129=,61.3,186=,67.0
222,226,Nanjing University,China (Mainland),66.4,215=,69.8,129=,81.4,243=,69.3,155=,32.0,401+,66.9
223,255,University of Southern Denmark (SDU),Denmark,59.9,334=,50.1,401+,89.2,57,68.3,172=,63.0,168=,66.8
=224,214,Universidade Federal do Rio de Janeiro,Brazil,70.2,152=,68.7,140=,73.4,401+,57.0,391=,56.2,276=,66.7
=224,231,"University of Alabama, Birmingham",United States of America,56.8,401+,41.6,401+,88.6,67=,78.0,60=,65.0,142,66.7
=226,249,"All India Institute of Medical Sciences, New Delhi",India,74.8,97=,53.2,400=,73.9,401+,53.1,401+,58.7,232=,66.5
=226,238,Stellenbosch University,South Africa,63.5,261=,58.0,319=,78.9,310=,59.9,329=,75.4,50=,66.5
