2025,2024,Institution,Country / Territory,Academic,AR rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
151-200,101-150,University of Galway,Ireland,63.7,101+,63.1,101+,77.1,101+,73.8,101+,,,
151-200,201-250,University of Göttingen,Germany,68.0,101+,48.8,101+,77.0,101+,77.8,101+,,,
151-200,251-300,University of Minnesota Twin Cities,United States of America,57.2,101+,59.6,101+,79.9,101+,88.6,45=,,,
151-200,101-150,University of Navarra,Spain,60.9,101+,74.5,63=,69.6,101+,64.6,101+,,,
151-200,151-200,University of Otago,New Zealand,62.9,101+,59.8,101+,77.1,101+,70.3,101+,,,
151-200,=99,University of Ottawa,Canada,61.8,101+,61.5,101+,78.2,101+,83.5,88=,,,
151-200,251-300,University of Salamanca,Spain,67.7,101+,58.3,101+,62.8,101+,64.6,101+,,,
151-200,151-200,University of Southampton,United Kingdom,58.4,101+,62.5,101+,84.4,27=,84.9,71=,,,
151-200,151-200,University of Southern California,United States of America,55.5,101+,65.2,101+,77.8,101+,85.5,64=,,,
151-200,151-200,University of Trento,Italy,68.1,101+,55.0,101+,73.1,101+,75.9,101+,,,
151-200,151-200,University of Wisconsin-Madison,United States of America,62.9,101+,61.0,101+,79.7,101+,82.0,100=,,,
151-200,151-200,Vrije Universiteit Amsterdam,Netherlands,60.3,101+,54.1,101+,81.5,73=,90.3,30=,,,
151-200,151-200,Yaroslav Mudryi National Law University,Ukraine,61.8,101+,61.9,101+,71.1,101+,74.8,101+,,,
151-200,151-200,York University,Canada,62.0,101+,59.8,101+,77.6,101+,79.5,101+,,,
201-250,151-200,Al-Farabi Kazakh National University,Kazakhstan,61.6,101+,60.0,101+,66.9,101+,63.0,101+,,,
201-250,201-250,Arizona State University,United States of America,51.2,101+,64.0,101+,84.6,26,95.6,13=,,,
201-250,,Beijing Institute of Technology,China (Mainland),49.0,101+,67.7,101+,100.0,1,84.2,78=,,,
201-250,201-250,Boston College,United States of America,58.2,101+,55.5,101+,81.3,77=,78.7,101+,,,
201-250,201-250,Deakin University,Australia,55.3,101+,60.3,101+,79.1,101+,80.4,101+,,,
201-250,201-250,Eberhard Karls Universität Tübingen,Germany,68.5,101+,45.8,101+,73.5,101+,64.6,101+,,,
201-250,251-300,Emory University,United States of America,58.8,101+,56.7,101+,76.7,101+,77.8,101+,,,
201-250,151-200,Fordham University,United States of America,64.9,101+,47.8,101+,76.8,101+,81.2,101+,,,
201-250,201-250,Gadjah Mada University,Indonesia,60.2,101+,67.9,101+,66.6,101+,64.6,101+,,,
201-250,201-250,Indiana University Bloomington,United States of America,56.5,101+,60.3,101+,74.9,101+,79.5,101+,,,
201-250,201-250,Jagiellonian University,Poland,63.8,101+,56.7,101+,59.9,101+,63.0,101+,,,
201-250,201-250,La Trobe University,Australia,60.1,101+,52.8,101+,77.9,101+,81.2,101+,,,
201-250,151-200,MGIMO University,Russian Federation,57.3,101+,68.2,101+,64.5,101+,64.6,101+,,,
201-250,201-250,Mykolas Romeris University,Lithuania,66.1,101+,60.2,101+,59.4,101+,52.4,101+,,,
201-250,151-200,National Law School of India University,India,72.8,82=,54.2,101+,54.5,101+,55.0,101+,,,
201-250,201-250,Oxford Brookes University,United Kingdom,56.5,101+,74.1,67,65.7,101+,64.6,101+,,,
201-250,201-250,Qatar University,Qatar,56.1,101+,59.4,101+,84.7,25,76.8,101+,,,
201-250,151-200,Queensland University of Technology (QUT),Australia,55.3,101+,60.9,101+,82.1,63=,88.6,45=,,,
201-250,201-250,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,70.3,101+,47.0,101+,72.1,101+,67.6,101+,,,
201-250,151-200,Stockholm University,Sweden,60.1,101+,55.9,101+,79.2,101+,82.7,94=,,,
201-250,,Sun Yat-sen University,China (Mainland),57.7,101+,66.2,101+,77.6,101+,67.6,101+,,,
201-250,301-350,Sungkyunkwan University (SKKU),Republic of Korea,60.4,101+,69.0,101+,74.1,101+,59.3,101+,,,
201-250,201-250,Taras Shevchenko National University of Kyiv,Ukraine,59.1,101+,66.1,101+,67.4,101+,69.0,101+,,,
201-250,151-200,The University of Exeter,United Kingdom,56.6,101+,63.7,101+,78.9,101+,77.8,101+,,,
201-250,201-250,The University of Osaka,Japan,69.9,101+,68.8,101+,37.0,101+,26.2,101+,,,
201-250,201-250,Tohoku University,Japan,64.5,101+,67.1,101+,62.3,101+,49.6,101+,,,
201-250,251-300,Universidad Nacional de Córdoba - UNC,Argentina,62.9,101+,64.4,101+,57.8,101+,55.0,101+,,,
