2025,2024,Institution,Country / Territory,Academic,AR rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
151-200,251-300,The University of Arizona,United States of America,61.0,101+,57.1,101+,82.9,101+,83.2,88=,43.8,101+,
151-200,151-200,The University of Georgia,United States of America,62.0,101+,53.1,101+,86.8,90=,88.1,45=,53.6,101+,
151-200,151-200,"The University of Newcastle, Australia (UON)",Australia,61.1,101+,67.9,101+,81.6,101+,73.0,101+,26.9,101+,
151-200,101-150,Universitat Autònoma de Barcelona,Spain,64.5,101+,68.4,101+,77.9,101+,71.0,101+,50.8,101+,
151-200,151-200,Universitat de Valencia,Spain,61.4,101+,59.5,101+,83.3,101+,81.3,101+,50.7,101+,
151-200,151-200,Universität Hamburg,Germany,62.3,101+,63.4,101+,83.4,101+,79.6,101+,48.7,101+,
151-200,151-200,Universite libre de Bruxelles,Belgium,62.1,101+,68.7,101+,81.8,101+,72.2,101+,38.4,101+,
151-200,151-200,University College Dublin,Ireland,59.1,101+,66.4,101+,84.2,101+,76.5,101+,35.7,101+,
151-200,151-200,University of Alberta,Canada,62.5,101+,63.6,101+,81.0,101+,79.0,101+,41.2,101+,
151-200,151-200,University of Bern,Switzerland,56.0,101+,57.7,101+,88.4,53=,82.1,101+,59.2,70,
151-200,201-250,University of Cape Town,South Africa,53.7,101+,63.8,101+,79.5,101+,71.8,101+,72.4,21,
151-200,151-200,University of Colorado Boulder,United States of America,63.7,101+,56.5,101+,87.9,62=,79.0,101+,30.9,101+,
151-200,151-200,University of Connecticut,United States of America,61.8,101+,51.9,101+,82.7,101+,85.1,69=,68.6,33,
151-200,101-150,University of Geneva,Switzerland,66.5,101+,60.4,101+,83.0,101+,79.0,101+,37.5,101+,
151-200,151-200,University of Granada,Spain,59.9,101+,57.2,101+,82.8,101+,79.6,101+,50.1,101+,
151-200,151-200,University of Jyväskylä,Finland,67.1,101+,41.4,101+,83.3,101+,76.2,101+,49.0,101+,
151-200,201-250,University of Lisbon,Portugal,61.3,101+,59.3,101+,77.0,101+,75.2,101+,52.6,101+,
151-200,151-200,University of Miami,United States of America,53.3,101+,58.4,101+,83.0,101+,82.4,101+,62.1,53,
151-200,151-200,University of Milano-Bicocca,Italy,61.4,101+,59.3,101+,84.2,101+,78.4,101+,52.1,101+,
151-200,151-200,University of Oregon,United States of America,57.3,101+,59.3,101+,84.5,101+,80.5,101+,45.3,101+,
151-200,151-200,University of Ottawa,Canada,60.6,101+,59.1,101+,82.0,101+,81.6,101+,59.7,64=,
151-200,201-250,University of Porto,Portugal,56.2,101+,60.1,101+,80.7,101+,77.5,101+,56.6,87,
151-200,151-200,University of Reading,United Kingdom,55.3,101+,64.6,101+,89.6,36=,77.2,101+,47.6,101+,
151-200,101-150,University of Southampton,United Kingdom,56.2,101+,63.2,101+,87.8,67=,79.6,101+,50.2,101+,
151-200,151-200,University of Warsaw,Poland,60.3,101+,62.3,101+,87.4,79=,76.5,101+,42.2,101+,
151-200,201-250,University of Waterloo,Canada,56.5,101+,70.6,88,87.5,77=,77.2,101+,27.3,101+,
201-250,201-250,Albert-Ludwigs-Universitaet Freiburg,Germany,54.9,101+,54.9,101+,81.6,101+,75.2,101+,49.4,101+,
201-250,201-250,Aston University,United Kingdom,62.8,101+,68.3,101+,75.5,101+,64.0,101+,27.4,101+,
201-250,201-250,City University of New York,United States of America,60.2,101+,51.2,101+,78.7,101+,83.4,84=,51.6,101+,
201-250,201-250,Dartmouth College,United States of America,61.6,101+,63.1,101+,82.2,101+,70.6,101+,13.3,101+,
201-250,151-200,Eindhoven University of Technology,Netherlands,51.6,101+,67.0,101+,89.0,40=,74.8,101+,39.6,101+,
201-250,151-200,Eötvös Loránd University,Hungary,53.2,101+,61.5,101+,84.5,101+,76.5,101+,56.9,83=,
201-250,201-250,EPFL,Switzerland,61.6,101+,85.4,16,59.9,101+,57.3,101+,23.5,101+,
201-250,201-250,Goethe-University Frankfurt am Main,Germany,54.7,101+,58.5,101+,85.2,101+,78.4,101+,49.4,101+,
201-250,,Huazhong University of Science and Technology,China (Mainland),50.2,101+,72.4,81=,86.7,93=,73.4,101+,29.3,101+,
201-250,251-300,Jagiellonian University,Poland,55.6,101+,57.9,101+,78.6,101+,71.4,101+,58.2,76,
201-250,151-200,Lomonosov Moscow State University,Russian Federation,62.9,101+,87.1,14,58.5,101+,57.3,101+,37.0,101+,
201-250,,National Taiwan Normal University,Taiwan,69.8,101+,53.8,101+,76.6,101+,68.4,101+,18.2,101+,
201-250,201-250,Northeastern University,United States of America,56.4,101+,50.7,101+,91.3,16,83.2,88=,39.8,101+,
201-250,201-250,Norwegian University of Science And Technology,Norway,52.9,101+,57.5,101+,86.0,101+,79.0,101+,53.4,101+,
201-250,201-250,Royal Holloway University of London,United Kingdom,56.1,101+,54.3,101+,89.3,39,77.8,101+,53.8,101+,
201-250,151-200,Ruhr-Universität Bochum,Germany,57.8,101+,47.2,101+,87.6,72=,83.4,84=,45.3,101+,
201-250,201-250,Rutgers University–New Brunswick,United States of America,58.2,101+,59.1,101+,81.8,101+,79.6,101+,30.6,101+,
201-250,201-250,Simon Fraser University,Canada,57.3,101+,52.8,101+,83.5,101+,77.2,101+,37.2,101+,
201-250,251-300,Sungkyunkwan University (SKKU),Republic of Korea,68.9,101+,69.7,95=,70.3,101+,61.8,101+,11.4,101+,
201-250,201-250,Swansea University,United Kingdom,58.1,101+,64.8,101+,81.8,101+,71.8,101+,40.9,101+,
201-250,251-300,Tampere University,Finland,55.3,101+,50.9,101+,82.9,101+,74.1,101+,59.0,71,
201-250,201-250,Technische Universität Dresden,Germany,59.2,101+,59.4,101+,80.6,101+,71.8,101+,45.1,101+,
201-250,201-250,Tel Aviv University,Israel,60.8,101+,53.4,101+,81.7,101+,79.0,101+,42.8,101+,
201-250,201-250,Temple University,United States of America,58.0,101+,41.6,101+,83.8,101+,81.9,101+,52.4,101+,
201-250,201-250,The Hebrew University of Jerusalem,Israel,60.7,101+,54.9,101+,81.8,101+,79.6,101+,38.4,101+,
201-250,151-200,Universidad de los Andes,Colombia,66.3,101+,84.2,19=,57.1,101+,57.3,101+,23.1,101+,
201-250,251-300,Universität Jena,Germany,60.9,101+,44.7,101+,84.2,101+,75.9,101+,43.2,101+,
201-250,201-250,Université Paris Cité,France,59.2,101+,49.4,101+,71.3,101+,74.8,101+,66.4,40,
201-250,251-300,Universiti Malaya (UM),Malaysia,68.7,101+,66.0,101+,67.0,101+,62.4,101+,29.3,101+,
201-250,151-200,University of Bergen,Norway,51.7,101+,51.3,101+,87.9,62=,78.7,101+,56.0,88=,
201-250,201-250,University of Cologne,Germany,59.9,101+,55.7,101+,80.7,101+,78.1,101+,45.0,101+,
201-250,201-250,University of Illinois at Chicago (UIC),United States of America,57.1,101+,60.1,101+,81.3,101+,80.8,101+,31.2,101+,
201-250,201-250,University of Iowa,United States of America,63.5,101+,53.2,101+,79.6,101+,76.9,101+,39.9,101+,
201-250,251-300,University of Kansas,United States of America,58.4,101+,54.1,101+,80.2,101+,79.6,101+,51.0,101+,
201-250,201-250,University of Limerick,Ireland,58.5,101+,58.1,101+,81.4,101+,74.5,101+,45.0,101+,
201-250,201-250,University of Milan,Italy,54.8,101+,62.3,101+,83.6,101+,77.2,101+,38.1,101+,
201-250,201-250,"University of Missouri, Columbia",United States of America,58.4,101+,54.0,101+,87.0,89,82.1,101+,37.4,101+,
201-250,201-250,University of Navarra,Spain,63.2,101+,70.4,90,62.9,101+,62.4,101+,31.9,101+,
201-250,251-300,University of Notre Dame,United States of America,61.1,101+,58.6,101+,85.7,101+,77.2,101+,27.8,101+,
201-250,151-200,University of Rochester,United States of America,58.8,101+,53.3,101+,90.1,27=,83.2,88=,36.5,101+,
201-250,201-250,University of South Carolina,United States of America,64.4,101+,49.7,101+,82.2,101+,76.9,101+,33.8,101+,
201-250,251-300,University of South Florida,United States of America,59.9,101+,42.8,101+,80.4,101+,81.9,101+,50.0,101+,
201-250,251-300,University of Surrey,United Kingdom,59.9,101+,60.1,101+,84.8,101+,74.1,101+,34.7,101+,
201-250,201-250,University of Technology Sydney,Australia,57.2,101+,62.9,101+,80.5,101+,68.4,101+,36.6,101+,
201-250,151-200,University of Trento,Italy,60.0,101+,58.5,101+,79.4,101+,73.7,101+,50.0,101+,
201-250,201-250,University of Turku,Finland,56.4,101+,47.2,101+,86.5,99=,75.9,101+,54.7,94,
201-250,201-250,University of Twente,Netherlands,54.2,101+,57.2,101+,82.9,101+,75.9,101+,45.7,101+,
201-250,251-300,University of Wollongong,Australia,48.0,101+,63.9,101+,90.3,25=,79.0,101+,40.2,101+,
201-250,151-200,Uppsala University,Sweden,57.2,101+,63.4,101+,80.5,101+,74.5,101+,46.3,101+,
201-250,201-250,Washington State University,United States of America,56.3,101+,54.4,101+,84.3,101+,76.5,101+,49.0,101+,
201-250,151-200,Westfälische Wilhelms-Universität Münster,Germany,58.8,101+,52.2,101+,87.9,62=,81.3,101+,39.9,101+,
251-300,251-300,Aix-Marseille University,France,61.3,101+,51.2,101+,72.7,101+,67.5,101+,42.2,101+,
251-300,251-300,Babes-Bolyai University,Romania,54.4,101+,61.3,101+,69.4,101+,64.0,101+,64.4,46=,
