2025,2024,Institution,Country / Territory,Academic,AR rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
35,26,Sorbonne University,France,73.7,51+,81.1,39=,85.7,51+,92.3,17,96.9,2,82.9
36,=24,The University of Edinburgh,United Kingdom,80.5,51+,83.5,32,88.5,51+,85.1,51+,73.1,24,82.6
=37,=30,The University of New South Wales (UNSW Sydney),Australia,77.8,51+,84.6,24,92.1,30=,89.7,27=,65.9,51+,82.5
=37,=38,Wageningen University & Research,Netherlands,75.8,51+,89.4,12=,95.5,7,86.4,47,68.5,45,82.5
39,37,Curtin University,Australia,82.1,41=,70.1,51+,87.0,51+,87.5,43,75.9,14,82.3
=40,=30,Université Grenoble Alpes,France,79.3,51+,64.9,51+,88.5,51+,89.5,29=,83.3,6,82.1
=40,=38,University of Southampton,United Kingdom,82.9,38=,66.6,51+,89.2,51+,88.7,35,67.3,48,82.1
42,51-100,"Nanyang Technological University, Singapore (NTU)",Singapore,86.4,28,90.8,9,87.4,51+,78.9,51+,48.2,51+,81.7
43,=33,Texas A&M University,United States of America,80.5,51+,78.5,51+,85.9,51+,84.7,51+,73.8,19,81.6
=44,=40,The University of Exeter,United Kingdom,80.8,49=,68.4,51+,93.7,13=,88.0,39=,60.2,51+,81.5
=44,46,The University of Queensland,Australia,82.9,38=,81.1,39=,87.4,51+,83.3,51+,60.7,51+,81.5
46,=42,McGill University,Canada,83.3,36,79.9,48,90.3,51+,81.9,51+,55.3,51+,81.3
47,51-100,Cornell University,United States of America,80.9,47=,84.4,25=,90.5,51+,81.9,51+,59.0,51+,81.2
48,=42,University of Michigan-Ann Arbor,United States of America,82.1,41=,75.8,51+,85.9,51+,84.3,51+,65.9,51+,81.1
=49,=40,"University of Maryland, College Park",United States of America,73.2,51+,69.7,51+,93.2,18=,94.5,8=,69.9,36=,80.8
=49,=42,University of Reading,United Kingdom,74.5,51+,69.4,51+,100.0,1,89.5,29=,61.7,51+,80.8
51-100,51-100,Arizona State University,United States of America,79.6,51+,70.2,51+,87.4,51+,81.9,51+,64.3,51+,
51-100,151-200,Beijing Normal University,China (Mainland),69.0,51+,53.5,51+,93.9,11,94.5,8=,58.3,51+,
51-100,101-150,China University of Geosciences,China (Mainland),79.7,51+,44.3,51+,88.2,51+,94.9,6,66.8,51+,
51-100,51-100,Christian-Albrechts-University zu Kiel,Germany,76.2,51+,56.5,51+,88.0,51+,76.9,51+,70.1,33,
51-100,51-100,Colorado State University,United States of America,76.1,51+,76.1,51+,93.7,13=,86.6,46,43.4,51+,
51-100,=48,Durham University,United Kingdom,77.6,51+,68.6,51+,89.4,51+,84.1,51+,65.3,51+,
51-100,51-100,Ghent University,Belgium,72.6,51+,75.1,51+,88.3,51+,80.8,51+,71.4,29,
51-100,51-100,Johns Hopkins University,United States of America,81.5,43=,76.7,51+,82.3,51+,79.1,51+,61.6,51+,
51-100,51-100,"KIT, Karlsruhe Institute of Technology",Germany,72.3,51+,72.9,51+,91.5,35,84.7,51+,68.4,46,
51-100,51-100,Kyoto University,Japan,81.4,45=,78.4,51+,79.5,51+,79.1,51+,66.1,51+,
51-100,51-100,Ludwig-Maximilians-Universität München,Germany,74.0,51+,66.6,51+,89.3,51+,82.9,51+,62.0,51+,
51-100,51-100,Lund University,Sweden,74.6,51+,63.1,51+,92.1,30=,81.4,51+,65.7,51+,
51-100,51-100,Monash University,Australia,71.8,51+,77.3,51+,93.5,15=,89.8,26,58.3,51+,
51-100,101-150,Newcastle University,United Kingdom,71.8,51+,73.3,51+,90.6,49=,79.8,51+,58.7,51+,
51-100,51-100,Seoul National University,Republic of Korea,80.5,51+,85.4,22=,82.1,51+,76.6,51+,54.8,51+,
51-100,151-200,Shanghai Jiao Tong University,China (Mainland),76.9,51+,90.3,11,76.8,51+,77.4,51+,55.4,51+,
51-100,51-100,Stockholm University,Sweden,76.6,51+,60.3,51+,91.3,36=,86.2,48=,70.0,34=,
51-100,151-200,Sun Yat-sen University,China (Mainland),71.2,51+,61.9,51+,86.8,51+,90.0,25,61.9,51+,
51-100,51-100,Technical University of Denmark,Denmark,77.1,51+,72.0,51+,83.8,51+,77.2,51+,62.0,51+,
51-100,51-100,Technical University of Munich,Germany,69.4,51+,78.3,51+,89.8,51+,84.3,51+,61.9,51+,
51-100,101-150,The Hong Kong University of Science and Technology,"Hong Kong SAR, China",84.0,34,77.6,51+,93.1,20=,78.9,51+,33.9,51+,
51-100,101-150,The Ohio State University,United States of America,70.0,51+,78.8,51+,88.2,51+,82.7,51+,58.0,51+,
51-100,51-100,The University of Adelaide,Australia,72.6,51+,70.3,51+,90.4,51+,83.9,51+,66.5,51+,
51-100,=33,The University of Arizona,United States of America,78.7,51+,62.7,51+,87.8,51+,88.5,36,74.3,16,
51-100,51-100,The University of Manchester,United Kingdom,72.1,51+,75.9,51+,88.1,51+,83.7,51+,67.5,47,
51-100,=48,The University of Sydney,Australia,79.8,51+,80.3,46,87.4,51+,80.8,51+,61.0,51+,
51-100,45,The University of Western Australia,Australia,80.6,51+,67.4,51+,85.1,51+,85.9,51+,74.0,18,
51-100,51-100,Universidad Nacional Autónoma de México (UNAM),Mexico,75.9,51+,77.2,51+,75.4,51+,79.1,51+,73.6,20=,
51-100,51-100,Universität Bremen,Germany,82.2,40,56.6,51+,88.0,51+,82.9,51+,65.3,51+,
51-100,51-100,Universitat de Barcelona,Spain,73.2,51+,70.6,51+,87.1,51+,78.4,51+,73.6,20=,
51-100,51-100,Universität Potsdam,Germany,77.7,51+,48.4,51+,90.0,51+,81.6,51+,65.9,51+,
51-100,51-100,Université de Montpellier,France,69.6,51+,60.4,51+,87.8,51+,83.3,51+,93.6,3,
51-100,51-100,Université Paris-Saclay,France,62.1,51+,77.4,51+,87.5,51+,90.6,20=,83.2,7,
51-100,51-100,Université PSL,France,68.9,51+,79.3,51+,85.5,51+,90.6,20=,100.0,1,
51-100,51-100,University of Alberta,Canada,81.4,45=,74.1,51+,86.3,51+,82.5,51+,58.2,51+,
51-100,51-100,University of Bergen,Norway,77.1,51+,61.6,51+,88.0,51+,81.6,51+,49.3,51+,
51-100,51-100,University of Bern,Switzerland,73.9,51+,59.4,51+,90.5,51+,83.3,51+,66.0,51+,
51-100,51-100,"University of California, Davis",United States of America,77.5,51+,80.5,44=,88.7,51+,83.1,51+,57.7,51+,
51-100,51-100,"University of California, Santa Barbara (UCSB)",United States of America,77.2,51+,67.9,51+,93.5,15=,84.9,51+,58.7,51+,
51-100,51-100,University of Chicago,United States of America,76.2,51+,73.7,51+,88.6,51+,76.4,51+,55.5,51+,
51-100,101-150,University of Chinese Academy of Sciences,China (Mainland),68.0,51+,62.5,51+,86.7,51+,100.0,1,76.3,13,
51-100,47,University of Copenhagen,Denmark,77.0,51+,74.0,51+,87.4,51+,82.9,51+,64.3,51+,
51-100,51-100,University of Hawaiʻi at Mānoa,United States of America,74.3,51+,59.7,51+,88.4,51+,84.7,51+,71.0,30,
51-100,51-100,University of Illinois at Urbana-Champaign,United States of America,72.8,51+,81.7,38,88.2,51+,81.0,51+,50.0,51+,
51-100,51-100,University of Oslo,Norway,77.5,51+,62.8,51+,90.5,51+,85.3,51+,65.5,51+,
51-100,151-200,University of Science and Technology of China,China (Mainland),79.6,51+,76.0,51+,82.1,51+,83.1,51+,66.3,51+,
51-100,51-100,University of St Andrews,United Kingdom,74.6,51+,69.0,51+,91.0,43=,76.6,51+,57.2,51+,
51-100,51-100,University of Tasmania,Australia,75.6,51+,62.6,51+,89.3,51+,83.3,51+,64.3,51+,
51-100,51-100,University of Wisconsin-Madison,United States of America,77.4,51+,74.6,51+,90.1,51+,87.0,44,66.5,51+,
51-100,101-150,Zhejiang University,China (Mainland),79.8,51+,86.5,20,81.7,51+,84.3,51+,50.2,51+,
101-150,101-150,Aarhus University,Denmark,69.3,51+,69.9,51+,87.3,51+,78.9,51+,60.5,51+,
101-150,51-100,Alma Mater Studiorum - University of Bologna,Italy,69.4,51+,80.8,41=,83.5,51+,76.4,51+,68.9,41,
101-150,151-200,Brown University,United States of America,72.2,51+,65.9,51+,88.0,51+,72.1,51+,48.9,51+,
101-150,151-200,China University of Geosciences (Beijing),China (Mainland),73.1,51+,37.4,51+,85.4,51+,90.6,20=,62.9,51+,
101-150,101-150,Duke University,United States of America,70.9,51+,76.0,51+,90.1,51+,73.6,51+,51.5,51+,
101-150,101-150,Eberhard Karls Universität Tübingen,Germany,69.4,51+,63.1,51+,84.6,51+,74.5,51+,64.0,51+,
101-150,101-150,Freie Universitaet Berlin,Germany,73.9,51+,65.8,51+,88.0,51+,76.9,51+,51.2,51+,
101-150,151-200,Fudan University,China (Mainland),70.8,51+,83.6,31,91.2,41=,81.4,51+,43.8,51+,
101-150,51-100,Georgia Institute of Technology,United States of America,71.9,51+,75.6,51+,87.5,51+,81.9,51+,49.2,51+,
101-150,101-150,Goethe-University Frankfurt am Main,Germany,67.0,51+,60.1,51+,91.7,33=,76.9,51+,58.5,51+,
101-150,101-150,Hokkaido University,Japan,73.9,51+,66.8,51+,82.3,51+,74.2,51+,57.6,51+,
101-150,51-100,James Cook University,Australia,83.8,35,62.4,51+,85.1,51+,67.4,51+,49.7,51+,
101-150,101-150,KU Leuven,Belgium,68.4,51+,80.5,44=,84.9,51+,78.9,51+,66.9,50=,
